"STATE","YEAR","CAPLIABILITY","CAPACCESS","CAPUSES","CAPUNLOADED","CAP18","CAP16","CAP14","state_year","State","State.Code","Year","Year.Code","UCD...Injury.Mechanism...All.Other.Leading.Causes","UCD...Injury.Mechanism...All.Other.Leading.Causes.Code","Deaths","Population","Crude.Rate","Median_Age","White_Pop","Bachelors_Degree","Median_Income","Median_Rent","CAP_Law_Present"
"Pennsylvania  ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Pennsylvania","Pennsylvania",42,2017,2017,"Firearm","GRINJ-006",128,2403092,"5.3",40.8,10339488,1697397,59195,893,"(0) Law provision is not present"
"South Carolina",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_SouthCarolina","South Carolina",45,2017,2017,"Firearm","GRINJ-006",58,970872,"6.0",39.4,3380219,607024,50570,848,"(0) Law provision is not present"
"South Dakota  ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_SouthDakota","South Dakota",46,2017,2017,"Firearm","GRINJ-006",15,175528,"Unreliable",36.9,736581,109803,56521,722,"(0) Law provision is not present"
"Tennessee     ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Tennessee","Tennessee",47,2017,2017,"Firearm","GRINJ-006",81,1297494,"6.2",38.6,5221591,790840,51340,833,"(0) Law provision is not present"
"Texas         ",2017,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2017_Texas","Texas",48,2017,2017,"Firearm","GRINJ-006",334,6061495,"5.5",34.7,20929140,3510311,59206,987,"(1) Law provision is present"
"Utah          ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Utah","Utah",49,2017,2017,"Firearm","GRINJ-006",63,757980,"8.3",31,2657013,416804,68358,986,"(0) Law provision is not present"
"Virginia      ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Virginia","Virginia",51,2017,2017,"Firearm","GRINJ-006",98,1647214,"5.9",38.2,5714699,1270190,71535,1179,"(0) Law provision is not present"
"Washington    ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Washington","Washington",53,2017,2017,"Firearm","GRINJ-006",83,1377190,"6.0",37.7,5582361,1130392,70979,1216,"(0) Law provision is not present"
"West Virginia ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_WestVirginia","West Virginia",54,2017,2017,"Firearm","GRINJ-006",20,327814,"6.1",42.4,1684321,156378,43469,690,"(0) Law provision is not present"
"Wisconsin     ",2017,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2017_Wisconsin","Wisconsin",55,2017,2017,"Firearm","GRINJ-006",54,1150580,"4.7",39.5,4942176,782676,59305,819,"(1) Law provision is present"
"Wyoming       ",2017,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2017_Wyoming","Wyoming",56,2017,2017,"Firearm","GRINJ-006",15,113133,"Unreliable",37.5,528414,67312,60434,832,"(0) Law provision is not present"
"Alabama       ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Alabama","Alabama",1,2018,2018,"Firearm","GRINJ-006",68,951395,"7.1",39.3,3306838,536086,49861,788,"(0) Law provision is not present"
"Alaska        ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Alaska","Alaska",2,2018,2018,"Firearm","GRINJ-006",27,149022,"18.1",34.9,474555,89635,74346,1177,"(0) Law provision is not present"
"Arizona       ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Arizona","Arizona",4,2018,2018,"Firearm","GRINJ-006",108,1442391,"7.5",38,5590505,898032,59246,1036,"(0) Law provision is not present"
"Arkansas      ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Arkansas","Arkansas",5,2018,2018,"Firearm","GRINJ-006",42,600131,"7.0",38.1,2306096,296422,47062,731,"(0) Law provision is not present"
"California    ",2018,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2018_California","California",6,2018,2018,"Firearm","GRINJ-006",149,7805148,"1.9",36.7,23535388,5704852,75277,1520,"(1) Law provision is present"
"Colorado      ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Colorado","Colorado",8,2018,2018,"Firearm","GRINJ-006",92,1107256,"8.3",36.9,4790677,1013989,71953,1289,"(0) Law provision is not present"
"Delaware      ",2018,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2018_Delaware","Delaware",10,2018,2018,"Firearm","GRINJ-006",10,176366,"Unreliable",41.1,659781,124178,64805,1108,"(1) Law provision is present"
"Florida       ",2018,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2018_Florida","Florida",12,2018,2018,"Firearm","GRINJ-006",159,3682492,"4.3",42.2,15899574,2920459,55462,1182,"(1) Law provision is present"
"Georgia       ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Georgia","Georgia",13,2018,2018,"Firearm","GRINJ-006",125,2172780,"5.8",36.8,6127645,1362317,58756,1008,"(0) Law provision is not present"
"Idaho         ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Idaho","Idaho",16,2018,2018,"Firearm","GRINJ-006",47,370436,"12.7",36.8,1576846,213462,55583,848,"(0) Law provision is not present"
"Illinois      ",2018,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2018_Illinois","Illinois",17,2018,2018,"Firearm","GRINJ-006",59,2494855,"2.4",38.3,9135145,1833666,65030,995,"(1) Law provision is present"
"Indiana       ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Indiana","Indiana",18,2018,2018,"Firearm","GRINJ-006",93,1375457,"6.8",37.8,5539927,771811,55746,820,"(0) Law provision is not present"
"Iowa          ",2018,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2018_Iowa","Iowa",19,2018,2018,"Firearm","GRINJ-006",39,650464,"6.0",38.1,2846099,413442,59955,777,"(1) Law provision is present"
"Kansas        ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Kansas","Kansas",20,2018,2018,"Firearm","GRINJ-006",52,613740,"8.5",37.1,2446823,402368,58218,840,"(0) Law provision is not present"
"Kentucky      ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Kentucky","Kentucky",21,2018,2018,"Firearm","GRINJ-006",66,874423,"7.5",39.1,3875023,442090,50247,779,"(0) Law provision is not present"
"Louisiana     ",2018,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2018_Louisiana","Louisiana",22,2018,2018,"Firearm","GRINJ-006",62,912679,"6.8",37.3,2877115,496634,47905,854,"(0) Law provision is not present"
