"Notes"	"State"	"State Code"	"Year"	"Year Code"	"UCD - Injury Mechanism & All Other Leading Causes"	"UCD - Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"2004"	"2004"	"Firearm"	"GRINJ-006"	16	1701272	Unreliable
	"New Jersey"	"34"	"2005"	"2005"	"Firearm"	"GRINJ-006"	14	1710922	Unreliable
	"New Jersey"	"34"	"2006"	"2006"	"Firearm"	"GRINJ-006"	15	1718221	Unreliable
	"New Jersey"	"34"	"2007"	"2007"	"Firearm"	"GRINJ-006"	11	1719897	Unreliable
	"New Jersey"	"34"	"2008"	"2008"	"Firearm"	"GRINJ-006"	12	1720572	Unreliable
	"New Jersey"	"34"	"2009"	"2009"	"Firearm"	"GRINJ-006"	11	1723399	Unreliable
	"New Jersey"	"34"	"2010"	"2010"	"Firearm"	"GRINJ-006"	11	1726672	Unreliable
	"New Jersey"	"34"	"2011"	"2011"	"Firearm"	"GRINJ-006"	21	1720432	1.2
	"New Jersey"	"34"	"2012"	"2012"	"Firearm"	"GRINJ-006"	16	1723220	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"Firearm"	"GRINJ-006"	21	1723211	1.2
	"New Jersey"	"34"	"2014"	"2014"	"Firearm"	"GRINJ-006"	15	1725879	Unreliable
	"New Jersey"	"34"	"2015"	"2015"	"Firearm"	"GRINJ-006"	14	1715442	Unreliable
	"New Jersey"	"34"	"2016"	"2016"	"Firearm"	"GRINJ-006"	10	1705097	Unreliable
	"New Jersey"	"34"	"2017"	"2017"	"Firearm"	"GRINJ-006"	17	1702837	Unreliable
	"New Jersey"	"34"	"2018"	"2018"	"Firearm"	"GRINJ-006"	19	1667459	Unreliable
	"New Jersey"	"34"	"2019"	"2019"	"Firearm"	"GRINJ-006"	14	1645264	Unreliable
	"New Jersey"	"34"	"2020"	"2020"	"Firearm"	"GRINJ-006"	14	1633094	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"Firearm"	"GRINJ-006"	39	413253	9.4
	"New Mexico"	"35"	"2000"	"2000"	"Firearm"	"GRINJ-006"	36	414351	8.7
	"New Mexico"	"35"	"2001"	"2001"	"Firearm"	"GRINJ-006"	23	421840	5.5
	"New Mexico"	"35"	"2002"	"2002"	"Firearm"	"GRINJ-006"	32	429026	7.5
	"New Mexico"	"35"	"2003"	"2003"	"Firearm"	"GRINJ-006"	36	434504	8.3
	"New Mexico"	"35"	"2004"	"2004"	"Firearm"	"GRINJ-006"	43	438469	9.8
	"New Mexico"	"35"	"2005"	"2005"	"Firearm"	"GRINJ-006"	30	438338	6.8
	"New Mexico"	"35"	"2006"	"2006"	"Firearm"	"GRINJ-006"	36	436740	8.2
	"New Mexico"	"35"	"2007"	"2007"	"Firearm"	"GRINJ-006"	33	434794	7.6
	"New Mexico"	"35"	"2008"	"2008"	"Firearm"	"GRINJ-006"	33	432409	7.6
	"New Mexico"	"35"	"2009"	"2009"	"Firearm"	"GRINJ-006"	29	432091	6.7
	"New Mexico"	"35"	"2010"	"2010"	"Firearm"	"GRINJ-006"	23	433922	5.3
	"New Mexico"	"35"	"2011"	"2011"	"Firearm"	"GRINJ-006"	29	435443	6.7
	"New Mexico"	"35"	"2012"	"2012"	"Firearm"	"GRINJ-006"	29	433895	6.7
	"New Mexico"	"35"	"2013"	"2013"	"Firearm"	"GRINJ-006"	28	434731	6.4
	"New Mexico"	"35"	"2014"	"2014"	"Firearm"	"GRINJ-006"	31	430894	7.2
	"New Mexico"	"35"	"2015"	"2015"	"Firearm"	"GRINJ-006"	39	426794	9.1
	"New Mexico"	"35"	"2016"	"2016"	"Firearm"	"GRINJ-006"	31	423291	7.3
	"New Mexico"	"35"	"2017"	"2017"	"Firearm"	"GRINJ-006"	46	422435	10.9
	"New Mexico"	"35"	"2018"	"2018"	"Firearm"	"GRINJ-006"	47	420540	11.2
	"New Mexico"	"35"	"2019"	"2019"	"Firearm"	"GRINJ-006"	48	417948	11.5
	"New Mexico"	"35"	"2020"	"2020"	"Firearm"	"GRINJ-006"	53	418568	12.7
	"New York"	"36"	"1999"	"1999"	"Firearm"	"GRINJ-006"	64	3808590	1.7
	"New York"	"36"	"2000"	"2000"	"Firearm"	"GRINJ-006"	71	3864286	1.8
	"New York"	"36"	"2001"	"2001"	"Firearm"	"GRINJ-006"	70	3937921	1.8
	"New York"	"36"	"2002"	"2002"	"Firearm"	"GRINJ-006"	55	3976671	1.4
	"New York"	"36"	"2003"	"2003"	"Firearm"	"GRINJ-006"	64	4006141	1.6
	"New York"	"36"	"2004"	"2004"	"Firearm"	"GRINJ-006"	53	4012074	1.3
	"New York"	"36"	"2005"	"2005"	"Firearm"	"GRINJ-006"	53	4008708	1.3
	"New York"	"36"	"2006"	"2006"	"Firearm"	"GRINJ-006"	42	4001229	1.0
	"New York"	"36"	"2007"	"2007"	"Firearm"	"GRINJ-006"	41	3997773	1.0
	"New York"	"36"	"2008"	"2008"	"Firearm"	"GRINJ-006"	41	3994791	1.0
	"New York"	"36"	"2009"	"2009"	"Firearm"	"GRINJ-006"	47	3991970	1.2
	"New York"	"36"	"2010"	"2010"	"Firearm"	"GRINJ-006"	40	3988669	1.0
	"New York"	"36"	"2011"	"2011"	"Firearm"	"GRINJ-006"	61	3953226	1.5
	"New York"	"36"	"2012"	"2012"	"Firearm"	"GRINJ-006"	55	3939149	1.4
	"New York"	"36"	"2013"	"2013"	"Firearm"	"GRINJ-006"	47	3899458	1.2
	"New York"	"36"	"2014"	"2014"	"Firearm"	"GRINJ-006"	47	3879534	1.2
	"New York"	"36"	"2015"	"2015"	"Firearm"	"GRINJ-006"	40	3830617	1.0
	"New York"	"36"	"2016"	"2016"	"Firearm"	"GRINJ-006"	51	3780911	1.3
	"New York"	"36"	"2017"	"2017"	"Firearm"	"GRINJ-006"	44	3727582	1.2
	"New York"	"36"	"2018"	"2018"	"Firearm"	"GRINJ-006"	57	3608500	1.6
	"New York"	"36"	"2019"	"2019"	"Firearm"	"GRINJ-006"	45	3545951	1.3
	"New York"	"36"	"2020"	"2020"	"Firearm"	"GRINJ-006"	40	3487501	1.1
	"North Carolina"	"37"	"1999"	"1999"	"Firearm"	"GRINJ-006"	95	1635716	5.8
	"North Carolina"	"37"	"2000"	"2000"	"Firearm"	"GRINJ-006"	82	1668806	4.9
	"North Carolina"	"37"	"2001"	"2001"	"Firearm"	"GRINJ-006"	90	1717218	5.2
	"North Carolina"	"37"	"2002"	"2002"	"Firearm"	"GRINJ-006"	57	1746632	3.3
	"North Carolina"	"37"	"2003"	"2003"	"Firearm"	"GRINJ-006"	89	1755749	5.1
	"North Carolina"	"37"	"2004"	"2004"	"Firearm"	"GRINJ-006"	73	1788201	4.1
	"North Carolina"	"37"	"2005"	"2005"	"Firearm"	"GRINJ-006"	72	1816270	4.0
	"North Carolina"	"37"	"2006"	"2006"	"Firearm"	"GRINJ-006"	91	1855884	4.9
	"North Carolina"	"37"	"2007"	"2007"	"Firearm"	"GRINJ-006"	64	1879026	3.4
	"North Carolina"	"37"	"2008"	"2008"	"Firearm"	"GRINJ-006"	80	1912503	4.2
	"North Carolina"	"37"	"2009"	"2009"	"Firearm"	"GRINJ-006"	76	1938760	3.9
	"North Carolina"	"37"	"2010"	"2010"	"Firearm"	"GRINJ-006"	83	1952268	4.3
	"North Carolina"	"37"	"2011"	"2011"	"Firearm"	"GRINJ-006"	83	1974574	4.2
	"North Carolina"	"37"	"2012"	"2012"	"Firearm"	"GRINJ-006"	78	1996400	3.9
	"North Carolina"	"37"	"2013"	"2013"	"Firearm"	"GRINJ-006"	76	2013302	3.8
	"North Carolina"	"37"	"2014"	"2014"	"Firearm"	"GRINJ-006"	89	2023066	4.4
	"North Carolina"	"37"	"2015"	"2015"	"Firearm"	"GRINJ-006"	85	2030863	4.2
	"North Carolina"	"37"	"2016"	"2016"	"Firearm"	"GRINJ-006"	102	2018475	5.1
	"North Carolina"	"37"	"2017"	"2017"	"Firearm"	"GRINJ-006"	91	2032099	4.5
	"North Carolina"	"37"	"2018"	"2018"	"Firearm"	"GRINJ-006"	113	2046257	5.5
	"North Carolina"	"37"	"2019"	"2019"	"Firearm"	"GRINJ-006"	95	2052666	4.6
	"North Carolina"	"37"	"2020"	"2020"	"Firearm"	"GRINJ-006"	135	2062945	6.5
	"North Dakota"	"38"	"1999"	"1999"	"Firearm"	"GRINJ-006"	10	152095	Unreliable
	"North Dakota"	"38"	"2000"	"2000"	"Firearm"	"GRINJ-006"	11	151585	Unreliable
	"North Dakota"	"38"	"2004"	"2004"	"Firearm"	"GRINJ-006"	13	156669	Unreliable
	"North Dakota"	"38"	"2005"	"2005"	"Firearm"	"GRINJ-006"	15	155755	Unreliable
	"North Dakota"	"38"	"2006"	"2006"	"Firearm"	"GRINJ-006"	14	155266	Unreliable
	"North Dakota"	"38"	"2007"	"2007"	"Firearm"	"GRINJ-006"	10	150894	Unreliable
	"North Dakota"	"38"	"2009"	"2009"	"Firearm"	"GRINJ-006"	12	146807	Unreliable
	"North Dakota"	"38"	"2010"	"2010"	"Firearm"	"GRINJ-006"	12	146220	Unreliable
	"North Dakota"	"38"	"2012"	"2012"	"Firearm"	"GRINJ-006"	10	152478	Unreliable
	"North Dakota"	"38"	"2013"	"2013"	"Firearm"	"GRINJ-006"	21	160079	13.1
	"North Dakota"	"38"	"2014"	"2014"	"Firearm"	"GRINJ-006"	21	163070	12.9
	"North Dakota"	"38"	"2016"	"2016"	"Firearm"	"GRINJ-006"	12	162388	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	"Firearm"	"GRINJ-006"	18	158744	Unreliable
	"North Dakota"	"38"	"2018"	"2018"	"Firearm"	"GRINJ-006"	11	158509	Unreliable
	"North Dakota"	"38"	"2019"	"2019"	"Firearm"	"GRINJ-006"	12	157861	Unreliable
	"North Dakota"	"38"	"2020"	"2020"	"Firearm"	"GRINJ-006"	15	159673	Unreliable
	"Ohio"	"39"	"1999"	"1999"	"Firearm"	"GRINJ-006"	85	2368395	3.6
	"Ohio"	"39"	"2000"	"2000"	"Firearm"	"GRINJ-006"	72	2373607	3.0
	"Ohio"	"39"	"2001"	"2001"	"Firearm"	"GRINJ-006"	77	2409234	3.2
	"Ohio"	"39"	"2002"	"2002"	"Firearm"	"GRINJ-006"	76	2427873	3.1
	"Ohio"	"39"	"2003"	"2003"	"Firearm"	"GRINJ-006"	66	2438295	2.7
	"Ohio"	"39"	"2004"	"2004"	"Firearm"	"GRINJ-006"	81	2432566	3.3
	"Ohio"	"39"	"2005"	"2005"	"Firearm"	"GRINJ-006"	71	2417660	2.9
	"Ohio"	"39"	"2006"	"2006"	"Firearm"	"GRINJ-006"	76	2405032	3.2
	"Ohio"	"39"	"2007"	"2007"	"Firearm"	"GRINJ-006"	86	2388625	3.6
	"Ohio"	"39"	"2008"	"2008"	"Firearm"	"GRINJ-006"	80	2378962	3.4
	"Ohio"	"39"	"2009"	"2009"	"Firearm"	"GRINJ-006"	72	2371094	3.0
	"Ohio"	"39"	"2010"	"2010"	"Firearm"	"GRINJ-006"	83	2361497	3.5
	"Ohio"	"39"	"2011"	"2011"	"Firearm"	"GRINJ-006"	88	2349068	3.7
	"Ohio"	"39"	"2012"	"2012"	"Firearm"	"GRINJ-006"	79	2341806	3.4
	"Ohio"	"39"	"2013"	"2013"	"Firearm"	"GRINJ-006"	68	2333894	2.9
	"Ohio"	"39"	"2014"	"2014"	"Firearm"	"GRINJ-006"	87	2319304	3.8
	"Ohio"	"39"	"2015"	"2015"	"Firearm"	"GRINJ-006"	111	2298750	4.8
	"Ohio"	"39"	"2016"	"2016"	"Firearm"	"GRINJ-006"	118	2277279	5.2
	"Ohio"	"39"	"2017"	"2017"	"Firearm"	"GRINJ-006"	131	2270812	5.8
	"Ohio"	"39"	"2018"	"2018"	"Firearm"	"GRINJ-006"	139	2258586	6.2
	"Ohio"	"39"	"2019"	"2019"	"Firearm"	"GRINJ-006"	133	2239035	5.9
	"Ohio"	"39"	"2020"	"2020"	"Firearm"	"GRINJ-006"	128	2221076	5.8
	"Oklahoma"	"40"	"1999"	"1999"	"Firearm"	"GRINJ-006"	51	767811	6.6
	"Oklahoma"	"40"	"2000"	"2000"	"Firearm"	"GRINJ-006"	44	768567	5.7
	"Oklahoma"	"40"	"2001"	"2001"	"Firearm"	"GRINJ-006"	48	779418	6.2
	"Oklahoma"	"40"	"2002"	"2002"	"Firearm"	"GRINJ-006"	53	787029	6.7
	"Oklahoma"	"40"	"2003"	"2003"	"Firearm"	"GRINJ-006"	41	789520	5.2
	"Oklahoma"	"40"	"2004"	"2004"	"Firearm"	"GRINJ-006"	43	790624	5.4
	"Oklahoma"	"40"	"2005"	"2005"	"Firearm"	"GRINJ-006"	40	786493	5.1
	"Oklahoma"	"40"	"2006"	"2006"	"Firearm"	"GRINJ-006"	35	785286	4.5
	"Oklahoma"	"40"	"2007"	"2007"	"Firearm"	"GRINJ-006"	36	783286	4.6
	"Oklahoma"	"40"	"2008"	"2008"	"Firearm"	"GRINJ-006"	43	781594	5.5
	"Oklahoma"	"40"	"2009"	"2009"	"Firearm"	"GRINJ-006"	38	784962	4.8
	"Oklahoma"	"40"	"2010"	"2010"	"Firearm"	"GRINJ-006"	45	787390	5.7
	"Oklahoma"	"40"	"2011"	"2011"	"Firearm"	"GRINJ-006"	52	796404	6.5
	"Oklahoma"	"40"	"2012"	"2012"	"Firearm"	"GRINJ-006"	63	801950	7.9
	"Oklahoma"	"40"	"2013"	"2013"	"Firearm"	"GRINJ-006"	55	806640	6.8
	"Oklahoma"	"40"	"2014"	"2014"	"Firearm"	"GRINJ-006"	54	809879	6.7
	"Oklahoma"	"40"	"2015"	"2015"	"Firearm"	"GRINJ-006"	54	812187	6.6
	"Oklahoma"	"40"	"2016"	"2016"	"Firearm"	"GRINJ-006"	82	807234	10.2
	"Oklahoma"	"40"	"2017"	"2017"	"Firearm"	"GRINJ-006"	81	806519	10.0
	"Oklahoma"	"40"	"2018"	"2018"	"Firearm"	"GRINJ-006"	63	807940	7.8
	"Oklahoma"	"40"	"2019"	"2019"	"Firearm"	"GRINJ-006"	72	809703	8.9
	"Oklahoma"	"40"	"2020"	"2020"	"Firearm"	"GRINJ-006"	97	812804	11.9
	"Oregon"	"41"	"1999"	"1999"	"Firearm"	"GRINJ-006"	41	710363	5.8
	"Oregon"	"41"	"2000"	"2000"	"Firearm"	"GRINJ-006"	47	716931	6.6
	"Oregon"	"41"	"2001"	"2001"	"Firearm"	"GRINJ-006"	30	731195	4.1
	"Oregon"	"41"	"2002"	"2002"	"Firearm"	"GRINJ-006"	40	741764	5.4
	"Oregon"	"41"	"2003"	"2003"	"Firearm"	"GRINJ-006"	29	746644	3.9
	"Oregon"	"41"	"2004"	"2004"	"Firearm"	"GRINJ-006"	37	744564	5.0
	"Oregon"	"41"	"2005"	"2005"	"Firearm"	"GRINJ-006"	42	745605	5.6
	"Oregon"	"41"	"2006"	"2006"	"Firearm"	"GRINJ-006"	36	748394	4.8
	"Oregon"	"41"	"2007"	"2007"	"Firearm"	"GRINJ-006"	31	750421	4.1
	"Oregon"	"41"	"2008"	"2008"	"Firearm"	"GRINJ-006"	32	751973	4.3
	"Oregon"	"41"	"2009"	"2009"	"Firearm"	"GRINJ-006"	29	752197	3.9
	"Oregon"	"41"	"2010"	"2010"	"Firearm"	"GRINJ-006"	25	750461	3.3
	"Oregon"	"41"	"2011"	"2011"	"Firearm"	"GRINJ-006"	40	754614	5.3
	"Oregon"	"41"	"2012"	"2012"	"Firearm"	"GRINJ-006"	34	754071	4.5
	"Oregon"	"41"	"2013"	"2013"	"Firearm"	"GRINJ-006"	49	754955	6.5
	"Oregon"	"41"	"2014"	"2014"	"Firearm"	"GRINJ-006"	49	752554	6.5
	"Oregon"	"41"	"2015"	"2015"	"Firearm"	"GRINJ-006"	42	752943	5.6
	"Oregon"	"41"	"2016"	"2016"	"Firearm"	"GRINJ-006"	41	755634	5.4
	"Oregon"	"41"	"2017"	"2017"	"Firearm"	"GRINJ-006"	50	757468	6.6
	"Oregon"	"41"	"2018"	"2018"	"Firearm"	"GRINJ-006"	66	761822	8.7
	"Oregon"	"41"	"2019"	"2019"	"Firearm"	"GRINJ-006"	59	759321	7.8
	"Oregon"	"41"	"2020"	"2020"	"Firearm"	"GRINJ-006"	47	758054	6.2
	"Pennsylvania"	"42"	"1999"	"1999"	"Firearm"	"GRINJ-006"	95	2445343	3.9
	"Pennsylvania"	"42"	"2000"	"2000"	"Firearm"	"GRINJ-006"	94	2460921	3.8
	"Pennsylvania"	"42"	"2001"	"2001"	"Firearm"	"GRINJ-006"	72	2503033	2.9
	"Pennsylvania"	"42"	"2002"	"2002"	"Firearm"	"GRINJ-006"	91	2532706	3.6
	"Pennsylvania"	"42"	"2003"	"2003"	"Firearm"	"GRINJ-006"	92	2557167	3.6
	"Pennsylvania"	"42"	"2004"	"2004"	"Firearm"	"GRINJ-006"	91	2569292	3.5
	"Pennsylvania"	"42"	"2005"	"2005"	"Firearm"	"GRINJ-006"	71	2575180	2.8
	"Pennsylvania"	"42"	"2006"	"2006"	"Firearm"	"GRINJ-006"	94	2583660	3.6
	"Pennsylvania"	"42"	"2007"	"2007"	"Firearm"	"GRINJ-006"	76	2581256	2.9
	"Pennsylvania"	"42"	"2008"	"2008"	"Firearm"	"GRINJ-006"	70	2573858	2.7
	"Pennsylvania"	"42"	"2009"	"2009"	"Firearm"	"GRINJ-006"	74	2574331	2.9
	"Pennsylvania"	"42"	"2010"	"2010"	"Firearm"	"GRINJ-006"	97	2570363	3.8
	"Pennsylvania"	"42"	"2011"	"2011"	"Firearm"	"GRINJ-006"	96	2555406	3.8
	"Pennsylvania"	"42"	"2012"	"2012"	"Firearm"	"GRINJ-006"	95	2534467	3.7
	"Pennsylvania"	"42"	"2013"	"2013"	"Firearm"	"GRINJ-006"	99	2497860	4.0
	"Pennsylvania"	"42"	"2014"	"2014"	"Firearm"	"GRINJ-006"	84	2472535	3.4
	"Pennsylvania"	"42"	"2015"	"2015"	"Firearm"	"GRINJ-006"	93	2443728	3.8
	"Pennsylvania"	"42"	"2016"	"2016"	"Firearm"	"GRINJ-006"	124	2419015	5.1
	"Pennsylvania"	"42"	"2017"	"2017"	"Firearm"	"GRINJ-006"	128	2403092	5.3
	"Pennsylvania"	"42"	"2018"	"2018"	"Firearm"	"GRINJ-006"	121	2380582	5.1
	"Pennsylvania"	"42"	"2019"	"2019"	"Firearm"	"GRINJ-006"	91	2352795	3.9
	"Pennsylvania"	"42"	"2020"	"2020"	"Firearm"	"GRINJ-006"	103	2328476	4.4
	"South Carolina"	"45"	"1999"	"1999"	"Firearm"	"GRINJ-006"	39	859275	4.5
	"South Carolina"	"45"	"2000"	"2000"	"Firearm"	"GRINJ-006"	36	867570	4.1
	"South Carolina"	"45"	"2001"	"2001"	"Firearm"	"GRINJ-006"	38	888050	4.3
	"South Carolina"	"45"	"2002"	"2002"	"Firearm"	"GRINJ-006"	38	898255	4.2
	"South Carolina"	"45"	"2003"	"2003"	"Firearm"	"GRINJ-006"	28	905372	3.1
	"South Carolina"	"45"	"2004"	"2004"	"Firearm"	"GRINJ-006"	40	916517	4.4
	"South Carolina"	"45"	"2005"	"2005"	"Firearm"	"GRINJ-006"	42	920525	4.6
	"South Carolina"	"45"	"2006"	"2006"	"Firearm"	"GRINJ-006"	31	927440	3.3
	"South Carolina"	"45"	"2007"	"2007"	"Firearm"	"GRINJ-006"	33	937727	3.5
	"South Carolina"	"45"	"2008"	"2008"	"Firearm"	"GRINJ-006"	50	946550	5.3
	"South Carolina"	"45"	"2009"	"2009"	"Firearm"	"GRINJ-006"	46	955073	4.8
	"South Carolina"	"45"	"2010"	"2010"	"Firearm"	"GRINJ-006"	45	958769	4.7
	"South Carolina"	"45"	"2011"	"2011"	"Firearm"	"GRINJ-006"	49	962110	5.1
	"South Carolina"	"45"	"2012"	"2012"	"Firearm"	"GRINJ-006"	44	965985	4.6
	"South Carolina"	"45"	"2013"	"2013"	"Firearm"	"GRINJ-006"	54	970030	5.6
	"South Carolina"	"45"	"2014"	"2014"	"Firearm"	"GRINJ-006"	60	967994	6.2
	"South Carolina"	"45"	"2015"	"2015"	"Firearm"	"GRINJ-006"	65	968364	6.7
	"South Carolina"	"45"	"2016"	"2016"	"Firearm"	"GRINJ-006"	64	963339	6.6
	"South Carolina"	"45"	"2017"	"2017"	"Firearm"	"GRINJ-006"	58	970872	6.0
	"South Carolina"	"45"	"2018"	"2018"	"Firearm"	"GRINJ-006"	72	975522	7.4
	"South Carolina"	"45"	"2019"	"2019"	"Firearm"	"GRINJ-006"	72	979342	7.4
	"South Carolina"	"45"	"2020"	"2020"	"Firearm"	"GRINJ-006"	87	986560	8.8
	"South Dakota"	"46"	"1999"	"1999"	"Firearm"	"GRINJ-006"	17	174443	Unreliable
	"South Dakota"	"46"	"2000"	"2000"	"Firearm"	"GRINJ-006"	10	174728	Unreliable
	"South Dakota"	"46"	"2001"	"2001"	"Firearm"	"GRINJ-006"	11	176008	Unreliable
	"South Dakota"	"46"	"2003"	"2003"	"Firearm"	"GRINJ-006"	14	177008	Unreliable
	"South Dakota"	"46"	"2004"	"2004"	"Firearm"	"GRINJ-006"	14	177292	Unreliable
	"South Dakota"	"46"	"2005"	"2005"	"Firearm"	"GRINJ-006"	16	175678	Unreliable
	"South Dakota"	"46"	"2006"	"2006"	"Firearm"	"GRINJ-006"	16	174884	Unreliable
	"South Dakota"	"46"	"2007"	"2007"	"Firearm"	"GRINJ-006"	10	171960	Unreliable
	"South Dakota"	"46"	"2008"	"2008"	"Firearm"	"GRINJ-006"	15	170692	Unreliable
	"South Dakota"	"46"	"2009"	"2009"	"Firearm"	"GRINJ-006"	14	169663	Unreliable
	"South Dakota"	"46"	"2010"	"2010"	"Firearm"	"GRINJ-006"	12	169184	Unreliable
	"South Dakota"	"46"	"2013"	"2013"	"Firearm"	"GRINJ-006"	14	173167	Unreliable
	"South Dakota"	"46"	"2014"	"2014"	"Firearm"	"GRINJ-006"	18	175327	Unreliable
	"South Dakota"	"46"	"2015"	"2015"	"Firearm"	"GRINJ-006"	13	174488	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	"Firearm"	"GRINJ-006"	14	176046	Unreliable
	"South Dakota"	"46"	"2017"	"2017"	"Firearm"	"GRINJ-006"	15	175528	Unreliable
	"South Dakota"	"46"	"2018"	"2018"	"Firearm"	"GRINJ-006"	19	178141	Unreliable
	"South Dakota"	"46"	"2019"	"2019"	"Firearm"	"GRINJ-006"	20	177396	11.3
	"South Dakota"	"46"	"2020"	"2020"	"Firearm"	"GRINJ-006"	13	179671	Unreliable
	"Tennessee"	"47"	"1999"	"1999"	"Firearm"	"GRINJ-006"	61	1164787	5.2
	"Tennessee"	"47"	"2000"	"2000"	"Firearm"	"GRINJ-006"	73	1176684	6.2
	"Tennessee"	"47"	"2001"	"2001"	"Firearm"	"GRINJ-006"	59	1202839	4.9
	"Tennessee"	"47"	"2002"	"2002"	"Firearm"	"GRINJ-006"	47	1215684	3.9
	"Tennessee"	"47"	"2003"	"2003"	"Firearm"	"GRINJ-006"	55	1224419	4.5
	"Tennessee"	"47"	"2004"	"2004"	"Firearm"	"GRINJ-006"	63	1234296	5.1
	"Tennessee"	"47"	"2005"	"2005"	"Firearm"	"GRINJ-006"	58	1244537	4.7
	"Tennessee"	"47"	"2006"	"2006"	"Firearm"	"GRINJ-006"	61	1248647	4.9
	"Tennessee"	"47"	"2007"	"2007"	"Firearm"	"GRINJ-006"	50	1261298	4.0
	"Tennessee"	"47"	"2008"	"2008"	"Firearm"	"GRINJ-006"	57	1266434	4.5
	"Tennessee"	"47"	"2009"	"2009"	"Firearm"	"GRINJ-006"	64	1277392	5.0
	"Tennessee"	"47"	"2010"	"2010"	"Firearm"	"GRINJ-006"	59	1282371	4.6
	"Tennessee"	"47"	"2011"	"2011"	"Firearm"	"GRINJ-006"	49	1289794	3.8
	"Tennessee"	"47"	"2012"	"2012"	"Firearm"	"GRINJ-006"	47	1299430	3.6
	"Tennessee"	"47"	"2013"	"2013"	"Firearm"	"GRINJ-006"	69	1303877	5.3
	"Tennessee"	"47"	"2014"	"2014"	"Firearm"	"GRINJ-006"	66	1308065	5.0
	"Tennessee"	"47"	"2015"	"2015"	"Firearm"	"GRINJ-006"	66	1304198	5.1
	"Tennessee"	"47"	"2016"	"2016"	"Firearm"	"GRINJ-006"	80	1297238	6.2
	"Tennessee"	"47"	"2017"	"2017"	"Firearm"	"GRINJ-006"	81	1297494	6.2
	"Tennessee"	"47"	"2018"	"2018"	"Firearm"	"GRINJ-006"	89	1301096	6.8
	"Tennessee"	"47"	"2019"	"2019"	"Firearm"	"GRINJ-006"	81	1300507	6.2
	"Tennessee"	"47"	"2020"	"2020"	"Firearm"	"GRINJ-006"	93	1301417	7.1
	"Texas"	"48"	"1999"	"1999"	"Firearm"	"GRINJ-006"	198	4729821	4.2
	"Texas"	"48"	"2000"	"2000"	"Firearm"	"GRINJ-006"	227	4806828	4.7
	"Texas"	"48"	"2001"	"2001"	"Firearm"	"GRINJ-006"	205	4947951	4.1
	"Texas"	"48"	"2002"	"2002"	"Firearm"	"GRINJ-006"	165	5050667	3.3
	"Texas"	"48"	"2003"	"2003"	"Firearm"	"GRINJ-006"	178	5130615	3.5
	"Texas"	"48"	"2004"	"2004"	"Firearm"	"GRINJ-006"	183	5195947	3.5
	"Texas"	"48"	"2005"	"2005"	"Firearm"	"GRINJ-006"	199	5240177	3.8
	"Texas"	"48"	"2006"	"2006"	"Firearm"	"GRINJ-006"	174	5329588	3.3
	"Texas"	"48"	"2007"	"2007"	"Firearm"	"GRINJ-006"	193	5381919	3.6
	"Texas"	"48"	"2008"	"2008"	"Firearm"	"GRINJ-006"	182	5445999	3.3
	"Texas"	"48"	"2009"	"2009"	"Firearm"	"GRINJ-006"	199	5523619	3.6
	"Texas"	"48"	"2010"	"2010"	"Firearm"	"GRINJ-006"	209	5582086	3.7
	"Texas"	"48"	"2011"	"2011"	"Firearm"	"GRINJ-006"	211	5676328	3.7
	"Texas"	"48"	"2012"	"2012"	"Firearm"	"GRINJ-006"	228	5751934	4.0
	"Texas"	"48"	"2013"	"2013"	"Firearm"	"GRINJ-006"	220	5818455	3.8
	"Texas"	"48"	"2014"	"2014"	"Firearm"	"GRINJ-006"	222	5896237	3.8
	"Texas"	"48"	"2015"	"2015"	"Firearm"	"GRINJ-006"	250	5971304	4.2
	"Texas"	"48"	"2016"	"2016"	"Firearm"	"GRINJ-006"	288	6004819	4.8
	"Texas"	"48"	"2017"	"2017"	"Firearm"	"GRINJ-006"	334	6061495	5.5
	"Texas"	"48"	"2018"	"2018"	"Firearm"	"GRINJ-006"	317	6122305	5.2
	"Texas"	"48"	"2019"	"2019"	"Firearm"	"GRINJ-006"	352	6158641	5.7
	"Texas"	"48"	"2020"	"2020"	"Firearm"	"GRINJ-006"	394	6218107	6.3
	"Utah"	"49"	"1999"	"1999"	"Firearm"	"GRINJ-006"	33	628595	5.2
	"Utah"	"49"	"2000"	"2000"	"Firearm"	"GRINJ-006"	30	633718	4.7
	"Utah"	"49"	"2001"	"2001"	"Firearm"	"GRINJ-006"	41	646839	6.3
	"Utah"	"49"	"2002"	"2002"	"Firearm"	"GRINJ-006"	34	651890	5.2
	"Utah"	"49"	"2003"	"2003"	"Firearm"	"GRINJ-006"	43	650641	6.6
	"Utah"	"49"	"2004"	"2004"	"Firearm"	"GRINJ-006"	32	646583	4.9
	"Utah"	"49"	"2005"	"2005"	"Firearm"	"GRINJ-006"	32	649130	4.9
	"Utah"	"49"	"2006"	"2006"	"Firearm"	"GRINJ-006"	33	650891	5.1
